UF,MUNICIPIO,DEPENDENCIAADMINISTRATIVA,TIPO,MODALIDADEENSINO,CURSO,ANOHOMOLOGACAO,VAGASHOMOLOGADAS
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,AUXILIAR TÉCNICO EM AGROPECUÁRIA,2012,30
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Avicultor,2012,200
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Avicultor,2014,625
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Avicultor,2016,70
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Balconista de Farmácia,2012,20
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Balconista de Farmácia,2014,260
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Balconista de Farmácia,2019,20
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Bovinocultor de Corte,2014,30
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Bovinocultor de Leite,2014,150
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Cabeleireiro,2012,165
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Cabeleireiro,2014,64
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Cadista para a Construção Civil,2012,20
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Cafeicultor,2014,90
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Camareira em Meios de Hospedagem,2012,60
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Camareira em Meios de Hospedagem,2014,178
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Carpinteiro de Esquadrias,2012,60
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Cobrador de Ônibus Coletivo Urbano,2014,30
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Confeccionador de Bolsas em Tecido,2012,40
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Confeccionador de Bolsas em Tecido,2014,40
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Confeccionador de Lingerie e Moda Praia,2012,20
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Confeccionador de Lingerie e Moda Praia,2014,60
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Contador de Histórias,2014,20
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Costureiro de Máquina Reta e Overloque,2012,300
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Costureiro de Máquina Reta e Overloque,2014,80
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Costureiro de Máquina Reta e Overloque,2015,60
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Cozinheiro,2015,20
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Criador de Peixes em Tanque Rede,2012,120
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Criador de Peixes em Tanque Rede,2014,230
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Criador de Peixes em Viveiros Escavados,2014,480
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Criador de Peixes em Viveiros Escavados,2016,30
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Cubador de Madeira,2015,20
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Cuidador de Idoso,2012,20
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Cuidador de Idoso,2014,60
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Cuidador Infantil,2012,60
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Cuidador Infantil,2014,240
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Depilador,2012,40
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Domador de Cavalos,2012,20
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Eletricista Instalador Predial de Baixa Tensão,2012,110
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Eletricista Instalador Predial de Baixa Tensão,2014,50
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Espanhol Aplicado a Serviços Turísticos,2014,30
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Espanhol Básico,2012,250
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Espanhol Básico,2014,110
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Espanhol Intermediário,2012,150
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Espanhol Intermediário,2014,80
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Espanhol Intermediário,2015,20
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Estofador de Móveis,2012,80
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Floricultor,2014,20
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Frentista,2012,73
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Frentista,2014,2
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Fruticultor,2012,36
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Fruticultor,2014,330
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Fruticultor,2015,80
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Fruticultor,2016,30
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Garçom,2012,20
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Higienista de Serviços de Saúde,2014,53
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Horticultor Orgânico,2012,258
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Horticultor Orgânico,2014,400
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Horticultor Orgânico,2015,40
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Horticultor Orgânico,2016,30
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Inglês Aplicado a Serviços Turísticos,2014,30
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Inglês Básico,2012,270
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Inglês Básico,2014,90
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Inglês Intermediário,2012,170
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Inglês Intermediário,2014,100
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Inglês Intermediário,2015,20
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Introdução à Interpretação em Língua Brasileira de Sinais (Libras),2014,60
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,LAMINADOR DE PLÁSTICO,2012,20
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,LÍNGUA BRASILEIRA DE SINAIS (LIBRAS) - BÁSICO,2012,85
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,LÍNGUA BRASILEIRA DE SINAIS (LIBRAS) - BÁSICO,2014,30
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Língua Brasileira de Sinais (Libras) - Intermediário,2014,30
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,LÍNGUA BRASILEIRA DE SINAIS (LIBRAS) - INTERMEDIÁRIO,2012,60
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Manicure e Pedicure,2012,90
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Manicure e Pedicure,2014,110
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Manicure e Pedicure,2018,15
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Manipulador de Alimentos,2012,80
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Maquiador,2012,20
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Mecânico de Bicicleta,2012,15
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Mecânico de Máquinas de Costura,2012,20
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Mecânico de Motores de Popa,2012,60
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Mecânico de Refrigeração e Climatização Residencial,2012,40
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Meliponicultor,2016,30
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Mestre de Obras,2012,20
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Microempreendedor Individual (MEI),2021,500
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,MONITOR AMBIENTAL,2011,30
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Monitor de Dependência Química,2011,40
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Monitor de Dependência Química,2012,40
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Montador e Instalador de Móveis,2012,70
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Montador e Reparador de Computadores,2012,30
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Músico de Banda,2017,50
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Operador de Beneficiamento de Pescado,2014,125
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Operador de Beneficiamento de Pescado,2015,45
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Operador de Caixa,2011,30
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Operador de Caixa,2014,84
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Operador de Caixa,2019,20
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Operador de Computador,2011,110
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Operador de Computador,2012,285
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Operador de Computador,2014,67
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Operador de Máquinas e Implementos Agrícolas,2011,30
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Operador de Máquinas e Implementos Agrícolas,2014,180
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Operador de Máquinas Florestais,2012,220
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Operador de Processamento de Pescado,2014,60
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Operador de Supermercados,2014,129
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Operador de Supermercados,2019,40
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Organizador de Eventos,2014,200
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Ovinocultor,2014,60
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Padeiro,2012,13
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Padeiro Confeiteiro,2012,20
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Pedreiro de Alvenaria,2012,40
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Pescador Profissional-POP,2014,130
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Pintor de Obras Imobiliárias,2015,100
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Pintor Industrial,2015,80
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Piscicultor,2011,30
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Piscicultor,2012,60
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Piscicultor,2014,570
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Piscicultor,2015,130
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Piscicultor,2016,30
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Porteiro e Vigia,2014,60
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Preparador de Doces e Conservas,2012,69
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Preparador de Doces e Conservas,2014,30
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Preparador de Doces e Conservas,2016,30
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Preparador de Pescado,2014,50
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Preparador de Pescado,2015,45
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Produtor de Derivados do Leite,2012,15
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Produtor de Embutidos e Defumados,2014,30
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Produtor de Mandioca,2015,40
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Produtor de Mandioca,2018,40
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Produtor de Olerícolas,2014,60
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Produtor de Olerícolas,2016,30
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Produtor Familiar de Cana-de-Açúcar,2016,30
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Programador Web,2014,140
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Promotor de Vendas,2014,82
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Recepcionista,2011,60
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Recepcionista,2012,134
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Recepcionista,2014,232
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Recepcionista em Serviços de Saúde,2012,20
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Recepcionista em Serviços de Saúde,2014,49
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Reciclador,2015,20
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Representante Comercial,2015,30
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Salgadeiro,2012,55
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Salgadeiro,2014,22
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Salgadeiro,2018,15
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Suinocultor,2014,135
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Suinocultor,2016,50
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Sushiman,2012,20
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Talhador de Tecidos,2012,120
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Tratador de Piscinas,2012,30
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Tratorista Agrícola,2012,30
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Tratorista Agrícola,2014,120
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Vendedor,2012,30
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Vendedor,2014,270
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Vigilante,2014,30
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Viveiricultor,2014,330
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Viveiricultor,2015,20
AC,Cruzeiro do Sul,PÚBLICA,FIC,ENSINO PRESENCIAL,Viveiricultor,2016,30
AC,Cruzeiro do Sul,PÚBLICA,TÉCNICO,ENSINO A DISTÂNCIA,Técnico em Comércio,2019,50
AC,Cruzeiro do Sul,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Administração,2012,40
AC,Cruzeiro do Sul,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Administração,2014,30
AC,Cruzeiro do Sul,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Administração,2019,50
AC,Cruzeiro do Sul,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Agropecuária,2012,30
AC,Cruzeiro do Sul,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Análises Clínicas,2014,30
AC,Cruzeiro do Sul,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Aquicultura,2017,25
AC,Cruzeiro do Sul,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Comércio,2019,25
AC,Cruzeiro do Sul,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Computação Gráfica,2017,125
AC,Cruzeiro do Sul,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Desenvolvimento de Sistemas,2017,125
AC,Cruzeiro do Sul,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Eletrotécnica,2017,46
AC,Cruzeiro do Sul,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Florestas,2012,30
AC,Cruzeiro do Sul,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Guia de Turismo,2014,30
AC,Cruzeiro do Sul,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Hospedagem,2014,30
AC,Cruzeiro do Sul,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Informática,2012,25
AC,Cruzeiro do Sul,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Informática,2017,75
AC,Cruzeiro do Sul,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Informática para Internet,2012,25
AC,Cruzeiro do Sul,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Informática para Internet,2014,30
AC,Cruzeiro do Sul,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Informática para Internet,2017,50
AC,Cruzeiro do Sul,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Logística,2014,180
AC,Cruzeiro do Sul,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Manutenção e Suporte em Informática,2017,25
AC,Cruzeiro do Sul,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Nutrição e Dietética,2014,60
AC,Cruzeiro do Sul,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Redes de Computadores,2014,25
AC,Cruzeiro do Sul,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Redes de Computadores,2017,75
AC,Cruzeiro do Sul,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Saúde Bucal,2014,30
AC,Cruzeiro do Sul,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Segurança do Trabalho,2015,30
AC,Cruzeiro do Sul,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Segurança do Trabalho,2017,30
AC,Cruzeiro do Sul,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Serviços Jurídicos,2014,30
AC,Cruzeiro do Sul,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Serviços Públicos,2012,80
AC,Cruzeiro do Sul,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Serviços Públicos,2014,60
AC,Cruzeiro do Sul,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Serviços Públicos,2019,75
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Agente de Recepção e Reservas em Meios de Hospedagem,2011,60
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Agente de Recepção e Reservas em Meios de Hospedagem,2014,40
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Almoxarife,2014,70
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Artesão de Artigos Indígenas,2011,20
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Artesão de Biojoias,2011,140
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Artesão de Biojoias,2014,60
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Artesão de Pintura em Tecido,2011,40
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Artesão de Pintura em Tecido,2014,120
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Artesão em Bordado à Mão,2011,20
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Artesão em Bordado à Mão,2014,20
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Assistente Administrativo,2011,140
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Assistente Administrativo,2014,258
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Assistente de Crédito e Cobrança,2014,40
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Assistente de Recursos Humanos,2014,80
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Assistente de Tesouraria,2011,40
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,AUXILIAR ADMINISTRATIVO,2011,120
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Auxiliar de Cozinha,2011,20
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Auxiliar de Cozinha,2014,60
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Auxiliar de Pessoal,2011,80
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Balconista de Farmácia,2014,70
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Cabeleireiro,2011,40
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Cabeleireiro,2014,81
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Cabeleireiro,2015,20
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Carpinteiro de Esquadrias,2014,20
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Confeccionador de Bijuterias,2011,40
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Confeiteiro,2011,100
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Confeiteiro,2014,80
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Costureiro de Máquina Reta e Overloque,2011,240
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Costureiro de Máquina Reta e Overloque,2014,140
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Cuidador de Idoso,2011,80
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Cuidador de Idoso,2014,30
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Cuidador Infantil,2014,100
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Depilador,2011,80
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Depilador,2014,70
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Desenhista de Produtos Gráficos Web,2014,40
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Editor de Projeto Visual Gráfico,2014,20
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Eletricista de Linhas Elétricas de Alta e Baixa Tensão,2014,15
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Eletricista Instalador Predial de Baixa Tensão,2014,55
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Estilista,2011,20
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Estofador de Móveis,2014,15
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Frentista,2011,80
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Frentista,2014,44
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Fresador Mecânico,2014,15
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Fresador Mecânico,2015,20
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Instalador de Acessórios Automotivos,2014,20
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Instalador e Reparador de Redes de Computadores,2011,40
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Instalador e Reparador de Redes de Computadores,2014,40
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Instalador Hidráulico Residencial,2014,20
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Manicure e Pedicure,2011,80
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Manicure e Pedicure,2014,74
AC,Cruzeiro do Sul,SISTEM S,FIC,ENSINO PRESENCIAL,Manicure e Pedicure,2015,20
