UF,MUNICIPIO,DEPENDENCIAADMINISTRATIVA,TIPO,MODALIDADEENSINO,CURSO,ANOHOMOLOGACAO,VAGASHOMOLOGADAS
SP,Limeira,SISTEM S,FIC,ENSINO PRESENCIAL,Mecânico de Bombas Centrífugas,2014,12
SP,Limeira,SISTEM S,FIC,ENSINO PRESENCIAL,Mecânico de Bombas Hidráulicas,2014,23
SP,Limeira,SISTEM S,FIC,ENSINO PRESENCIAL,"Mecânico de Freios, Suspensão e Direção de Veículos Leves",2012,80
SP,Limeira,SISTEM S,FIC,ENSINO PRESENCIAL,"Mecânico de Freios, Suspensão e Direção de Veículos Leves",2014,103
SP,Limeira,SISTEM S,FIC,ENSINO PRESENCIAL,"Mecânico de Freios, Suspensão e Direção de Veículos Leves",2015,20
SP,Limeira,SISTEM S,FIC,ENSINO PRESENCIAL,Mecânico de Máquinas Agrícolas,2014,25
SP,Limeira,SISTEM S,FIC,ENSINO PRESENCIAL,Mecânico de Máquinas de Usinagem,2012,54
SP,Limeira,SISTEM S,FIC,ENSINO PRESENCIAL,Mecânico de Máquinas de Usinagem,2014,12
SP,Limeira,SISTEM S,FIC,ENSINO PRESENCIAL,Mecânico de Máquinas Industriais,2014,16
SP,Limeira,SISTEM S,FIC,ENSINO PRESENCIAL,Mecânico de Motores a Diesel,2014,25
SP,Limeira,SISTEM S,FIC,ENSINO PRESENCIAL,Mecânico de Motores Ciclo Otto,2012,48
SP,Limeira,SISTEM S,FIC,ENSINO PRESENCIAL,Mecânico de Motores Ciclo Otto,2014,82
SP,Limeira,SISTEM S,FIC,ENSINO PRESENCIAL,Mecânico de Refrigeração e Climatização Industrial,2014,15
SP,Limeira,SISTEM S,FIC,ENSINO PRESENCIAL,"Mecânico de Sistemas de Freios, Suspensão e Direção de Veículos Rodoviários Pesados",2014,10
SP,Limeira,SISTEM S,FIC,ENSINO PRESENCIAL,Mecânico de Transmissão de Veículos Rodoviários Pesados,2014,9
SP,Limeira,SISTEM S,FIC,ENSINO PRESENCIAL,MECÂNICO DE USINAGEM,2011,24
SP,Limeira,SISTEM S,FIC,ENSINO PRESENCIAL,MECÂNICO DE USINAGEM,2012,66
SP,Limeira,SISTEM S,FIC,ENSINO PRESENCIAL,Monitor de Recreação,2011,64
SP,Limeira,SISTEM S,FIC,ENSINO PRESENCIAL,Montador de Estruturas Metálicas,2014,21
SP,Limeira,SISTEM S,FIC,ENSINO PRESENCIAL,MONTAGEM E MANUTENÇÃO DE COMPUTADORES,2011,100
SP,Limeira,SISTEM S,FIC,ENSINO PRESENCIAL,Operador de Computador,2012,48
SP,Limeira,SISTEM S,FIC,ENSINO PRESENCIAL,Operador de Computador,2014,32
SP,Limeira,SISTEM S,FIC,ENSINO PRESENCIAL,Operador de Empilhadeira,2014,91
SP,Limeira,SISTEM S,FIC,ENSINO PRESENCIAL,Operador de Máquinas de Usinagem com Comando Numérico Computadorizado,2011,48
SP,Limeira,SISTEM S,FIC,ENSINO PRESENCIAL,Operador de Máquinas de Usinagem com Comando Numérico Computadorizado,2014,17
SP,Limeira,SISTEM S,FIC,ENSINO PRESENCIAL,Operador de Supermercados,2011,90
SP,Limeira,SISTEM S,FIC,ENSINO PRESENCIAL,Operador de Supermercados,2012,113
SP,Limeira,SISTEM S,FIC,ENSINO PRESENCIAL,Padeiro,2014,12
SP,Limeira,SISTEM S,FIC,ENSINO PRESENCIAL,Pedreiro de Alvenaria,2012,28
SP,Limeira,SISTEM S,FIC,ENSINO PRESENCIAL,Pedreiro de Alvenaria Estrutural,2014,12
SP,Limeira,SISTEM S,FIC,ENSINO PRESENCIAL,Pizzaiolo,2014,12
SP,Limeira,SISTEM S,FIC,ENSINO PRESENCIAL,Promotor de Vendas,2011,60
SP,Limeira,SISTEM S,FIC,ENSINO PRESENCIAL,Promotor de Vendas,2012,35
SP,Limeira,SISTEM S,FIC,ENSINO PRESENCIAL,Recepcionista,2011,120
SP,Limeira,SISTEM S,FIC,ENSINO PRESENCIAL,Recepcionista,2014,40
SP,Limeira,SISTEM S,FIC,ENSINO PRESENCIAL,Recepcionista de Eventos,2011,60
SP,Limeira,SISTEM S,FIC,ENSINO PRESENCIAL,Soldador Manual de Solda Branca,2014,22
SP,Limeira,SISTEM S,FIC,ENSINO PRESENCIAL,Soldador no Processo Arame Tubular em Aço,2014,22
SP,Limeira,SISTEM S,FIC,ENSINO PRESENCIAL,Soldador no Processo Eletrodo Revestido Aço Carbono e Aço Baixa Liga,2014,80
SP,Limeira,SISTEM S,FIC,ENSINO PRESENCIAL,SOLDADOR NO PROCESSO MIG/MAG,2014,10
SP,Limeira,SISTEM S,FIC,ENSINO PRESENCIAL,Soldador no Processo TIG,2014,10
SP,Limeira,SISTEM S,FIC,ENSINO PRESENCIAL,Soldador Oxiacetilênico,2014,10
SP,Limeira,SISTEM S,FIC,ENSINO PRESENCIAL,Torneiro Mecânico,2012,36
SP,Limeira,SISTEM S,FIC,ENSINO PRESENCIAL,Torneiro Mecânico,2014,39
SP,Limeira,SISTEM S,FIC,ENSINO PRESENCIAL,Tratorista Agrícola,2014,30
SP,Limeira,SISTEM S,FIC,ENSINO PRESENCIAL,Vendedor,2011,180
SP,Limeira,SISTEM S,FIC,ENSINO PRESENCIAL,Vendedor,2012,30
SP,Limeira,SISTEM S,TÉCNICO,ENSINO PRESENCIAL,Técnico em Administração,2011,157
SP,Limeira,SISTEM S,TÉCNICO,ENSINO PRESENCIAL,Técnico em Contabilidade,2011,27
SP,Limeira,SISTEM S,TÉCNICO,ENSINO PRESENCIAL,Técnico em Design de Interiores,2011,48
SP,Limeira,SISTEM S,TÉCNICO,ENSINO PRESENCIAL,Técnico em Design de Interiores,2014,25
SP,Limeira,SISTEM S,TÉCNICO,ENSINO PRESENCIAL,Técnico em Eletroeletrônica,2011,32
SP,Limeira,SISTEM S,TÉCNICO,ENSINO PRESENCIAL,Técnico em Eletroeletrônica,2012,104
SP,Limeira,SISTEM S,TÉCNICO,ENSINO PRESENCIAL,Técnico em Estética,2011,92
SP,Limeira,SISTEM S,TÉCNICO,ENSINO PRESENCIAL,Técnico em Fabricação Mecânica,2012,24
SP,Limeira,SISTEM S,TÉCNICO,ENSINO PRESENCIAL,Técnico em Farmácia,2011,60
SP,Limeira,SISTEM S,TÉCNICO,ENSINO PRESENCIAL,Técnico em Informática,2011,116
SP,Limeira,SISTEM S,TÉCNICO,ENSINO PRESENCIAL,Técnico em Logística,2011,31
SP,Limeira,SISTEM S,TÉCNICO,ENSINO PRESENCIAL,Técnico em Logística,2013,107
SP,Limeira,SISTEM S,TÉCNICO,ENSINO PRESENCIAL,Técnico em Logística,2014,58
SP,Limeira,SISTEM S,TÉCNICO,ENSINO PRESENCIAL,Técnico em Massoterapia,2013,25
SP,Limeira,SISTEM S,TÉCNICO,ENSINO PRESENCIAL,Técnico em Multimídia,2011,44
SP,Limeira,SISTEM S,TÉCNICO,ENSINO PRESENCIAL,Técnico em Nutrição e Dietética,2011,66
SE,Itabaiana,SISTEM S,FIC,ENSINO PRESENCIAL,Língua Brasileira de Sinais (Libras) - Intermediário,2014,20
SE,Itabaiana,SISTEM S,FIC,ENSINO PRESENCIAL,Manicure e Pedicure,2011,105
SE,Itabaiana,SISTEM S,FIC,ENSINO PRESENCIAL,Manicure e Pedicure,2012,40
SE,Itabaiana,SISTEM S,FIC,ENSINO PRESENCIAL,Manicure e Pedicure,2013,100
SE,Itabaiana,SISTEM S,FIC,ENSINO PRESENCIAL,Manicure e Pedicure,2014,260
SE,Itabaiana,SISTEM S,FIC,ENSINO PRESENCIAL,Manicure e Pedicure,2015,100
SE,Itabaiana,SISTEM S,FIC,ENSINO PRESENCIAL,Maquiador,2011,20
SE,Itabaiana,SISTEM S,FIC,ENSINO PRESENCIAL,Maquiador,2013,120
SE,Itabaiana,SISTEM S,FIC,ENSINO PRESENCIAL,Maquiador,2014,200
SE,Itabaiana,SISTEM S,FIC,ENSINO PRESENCIAL,Massagista,2011,40
SE,Itabaiana,SISTEM S,FIC,ENSINO PRESENCIAL,Massagista,2014,40
SE,Itabaiana,SISTEM S,FIC,ENSINO PRESENCIAL,Motorista de Transporte de Passageiros,2014,20
SE,Itabaiana,SISTEM S,FIC,ENSINO PRESENCIAL,Motorista de Transporte de Produtos Perigosos,2014,20
SE,Itabaiana,SISTEM S,FIC,ENSINO PRESENCIAL,Operador de Computador,2011,150
SE,Itabaiana,SISTEM S,FIC,ENSINO PRESENCIAL,Operador de Computador,2013,40
SE,Itabaiana,SISTEM S,FIC,ENSINO PRESENCIAL,Operador de Computador,2014,64
SE,Itabaiana,SISTEM S,FIC,ENSINO PRESENCIAL,Operador de Empilhadeira,2014,40
SE,Itabaiana,SISTEM S,FIC,ENSINO PRESENCIAL,Operador de Equipamento de Guindar,2014,40
SE,Itabaiana,SISTEM S,FIC,ENSINO PRESENCIAL,Operador de Supermercados,2011,20
SE,Itabaiana,SISTEM S,FIC,ENSINO PRESENCIAL,Operador de Supermercados,2013,30
SE,Itabaiana,SISTEM S,FIC,ENSINO PRESENCIAL,Operador de Supermercados,2014,90
SE,Itabaiana,SISTEM S,FIC,ENSINO PRESENCIAL,Operador de Tratores,2014,20
SE,Itabaiana,SISTEM S,FIC,ENSINO PRESENCIAL,Porteiro e Vigia,2014,20
SE,Itabaiana,SISTEM S,FIC,ENSINO PRESENCIAL,Programador de Sistemas,2014,40
SE,Itabaiana,SISTEM S,FIC,ENSINO PRESENCIAL,Programador Web,2014,10
SE,Itabaiana,SISTEM S,FIC,ENSINO PRESENCIAL,Recepcionista,2013,100
SE,Itabaiana,SISTEM S,FIC,ENSINO PRESENCIAL,Recepcionista,2014,160
SE,Itabaiana,SISTEM S,FIC,ENSINO PRESENCIAL,Recepcionista em Serviços de Saúde,2011,60
SE,Itabaiana,SISTEM S,FIC,ENSINO PRESENCIAL,Recepcionista em Serviços de Saúde,2013,110
SE,Itabaiana,SISTEM S,FIC,ENSINO PRESENCIAL,Representante Comercial,2014,40
SE,Itabaiana,SISTEM S,FIC,ENSINO PRESENCIAL,Salgadeiro,2014,120
SE,Itabaiana,SISTEM S,FIC,ENSINO PRESENCIAL,Trabalhador Doméstico,2014,30
SE,Itabaiana,SISTEM S,FIC,ENSINO PRESENCIAL,Vendedor,2013,20
SE,Itabaiana,SISTEM S,FIC,ENSINO PRESENCIAL,Vendedor,2014,30
SE,Itabaiana,SISTEM S,TÉCNICO,ENSINO PRESENCIAL,Técnico em Enfermagem,2011,30
SE,Itabaiana,SISTEM S,TÉCNICO,ENSINO PRESENCIAL,Técnico em Recursos Humanos,2011,30
SE,Lagarto,PRIVADA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Agente Comunitário de Saúde,2013,50
SE,Lagarto,PRIVADA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Informática,2013,160
SE,Lagarto,PRIVADA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Orientação Comunitária,2013,50
SE,Lagarto,PÚBLICA,FIC,ENSINO PRESENCIAL,Agricultor Familiar,2016,20
SE,Lagarto,PÚBLICA,FIC,ENSINO PRESENCIAL,Ajudante de Obras,2014,25
SE,Lagarto,PÚBLICA,FIC,ENSINO PRESENCIAL,Assistente Administrativo,2014,20
SE,Lagarto,PÚBLICA,FIC,ENSINO PRESENCIAL,Auxiliar de Arquivo,2014,50
SE,Lagarto,PÚBLICA,FIC,ENSINO PRESENCIAL,Cozinheiro,2014,75
SE,Lagarto,PÚBLICA,FIC,ENSINO PRESENCIAL,Desenhista de Moda,2015,20
SE,Lagarto,PÚBLICA,FIC,ENSINO PRESENCIAL,Desenhista de Topografia,2011,60
SE,Lagarto,PÚBLICA,FIC,ENSINO PRESENCIAL,Instalador e Reparador de Redes de Computadores,2011,60
SE,Lagarto,PÚBLICA,FIC,ENSINO PRESENCIAL,Operador de Computador,2014,20
SE,Lagarto,PÚBLICA,FIC,ENSINO PRESENCIAL,Preparador de Doces e Conservas,2015,20
SE,Lagarto,PÚBLICA,FIC,ENSINO PRESENCIAL,Recepcionista,2014,70
SE,Lagarto,PÚBLICA,FIC,ENSINO PRESENCIAL,Recepcionista de Eventos,2014,30
SE,Lagarto,PÚBLICA,FIC,ENSINO PRESENCIAL,Reciclador,2015,20
SE,Lagarto,PÚBLICA,FIC,ENSINO PRESENCIAL,Representante Comercial,2014,27
SE,Lagarto,PÚBLICA,TÉCNICO,ENSINO A DISTÂNCIA,Técnico em Informática para Internet,2017,80
SE,Lagarto,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Edificações,2011,65
SE,Lagarto,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Edificações,2014,30
SE,Lagarto,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Eletromecânica,2011,40
SE,Lagarto,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,TÉCNICO EM ELETROMECÂNICA,2014,30
SE,Lagarto,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Eventos,2014,30
SE,Lagarto,SISTEM S,FIC,ENSINO PRESENCIAL,Agente de Alimentação Escolar,2014,30
SE,Lagarto,SISTEM S,FIC,ENSINO PRESENCIAL,Almoxarife,2013,78
SE,Lagarto,SISTEM S,FIC,ENSINO PRESENCIAL,Almoxarife,2014,90
SE,Lagarto,SISTEM S,FIC,ENSINO PRESENCIAL,Assistente Administrativo,2013,201
SE,Lagarto,SISTEM S,FIC,ENSINO PRESENCIAL,Assistente Administrativo,2014,40
SE,Lagarto,SISTEM S,FIC,ENSINO PRESENCIAL,Assistente de Crédito e Cobrança,2011,30
SE,Lagarto,SISTEM S,FIC,ENSINO PRESENCIAL,Assistente de Recursos Humanos,2014,90
SE,Lagarto,SISTEM S,FIC,ENSINO PRESENCIAL,AUXILIAR ADMINISTRATIVO,2011,100
SE,Lagarto,SISTEM S,FIC,ENSINO PRESENCIAL,Auxiliar de Garçom (Cumim),2014,20
SE,Lagarto,SISTEM S,FIC,ENSINO PRESENCIAL,AUXILIAR DE LIMPEZA,2011,25
SE,Lagarto,SISTEM S,FIC,ENSINO PRESENCIAL,AUXILIAR DE LIMPEZA,2012,20
SE,Lagarto,SISTEM S,FIC,ENSINO PRESENCIAL,Auxiliar de Pessoal,2011,30
SE,Lagarto,SISTEM S,FIC,ENSINO PRESENCIAL,AUXILIAR DE RECURSOS HUMANOS,2011,20
SE,Lagarto,SISTEM S,FIC,ENSINO PRESENCIAL,Balconista de Farmácia,2011,30
SE,Lagarto,SISTEM S,FIC,ENSINO PRESENCIAL,Balconista de Farmácia,2014,30
SE,Lagarto,SISTEM S,FIC,ENSINO PRESENCIAL,Cabeleireiro Assistente,2011,30
SE,Lagarto,SISTEM S,FIC,ENSINO PRESENCIAL,COSTUREIRO,2011,80
SE,Lagarto,SISTEM S,FIC,ENSINO PRESENCIAL,Costureiro de Máquina Reta e Overloque,2013,80
SE,Lagarto,SISTEM S,FIC,ENSINO PRESENCIAL,Costureiro de Máquina Reta e Overloque,2014,20
SE,Lagarto,SISTEM S,FIC,ENSINO PRESENCIAL,Cuidador de Idoso,2013,40
SE,Lagarto,SISTEM S,FIC,ENSINO PRESENCIAL,Cuidador de Idoso,2014,20
SE,Lagarto,SISTEM S,FIC,ENSINO PRESENCIAL,Cuidador Infantil,2011,80
SE,Lagarto,SISTEM S,FIC,ENSINO PRESENCIAL,Cuidador Infantil,2013,40
SE,Lagarto,SISTEM S,FIC,ENSINO PRESENCIAL,Cuidador Infantil,2014,40
SE,Lagarto,SISTEM S,FIC,ENSINO PRESENCIAL,Depilador,2013,60
SE,Lagarto,SISTEM S,FIC,ENSINO PRESENCIAL,Depilador,2014,80
SE,Lagarto,SISTEM S,FIC,ENSINO PRESENCIAL,Espanhol Básico,2013,20
SE,Lagarto,SISTEM S,FIC,ENSINO PRESENCIAL,Frentista,2011,30
SE,Lagarto,SISTEM S,FIC,ENSINO PRESENCIAL,Inglês Aplicado a Serviços Turísticos,2014,60
SE,Lagarto,SISTEM S,FIC,ENSINO PRESENCIAL,Inglês Básico,2013,20
SE,Lagarto,SISTEM S,FIC,ENSINO PRESENCIAL,Inglês Básico,2014,20
SE,Lagarto,SISTEM S,FIC,ENSINO PRESENCIAL,Manicure e Pedicure,2011,80
SE,Lagarto,SISTEM S,FIC,ENSINO PRESENCIAL,Manicure e Pedicure,2012,70
SP,Bebedouro,SISTEM S,FIC,ENSINO PRESENCIAL,Operador de Telemarketing,2011,3
SP,Bebedouro,SISTEM S,FIC,ENSINO PRESENCIAL,Promotor de Vendas,2011,60
SP,Bebedouro,SISTEM S,FIC,ENSINO PRESENCIAL,Recepcionista,2011,63
SP,Bebedouro,SISTEM S,FIC,ENSINO PRESENCIAL,Recepcionista de Eventos,2011,30
SP,Bebedouro,SISTEM S,FIC,ENSINO PRESENCIAL,Vendedor,2011,63
SP,Bebedouro,SISTEM S,TÉCNICO,ENSINO PRESENCIAL,Técnico em Administração,2011,60
SP,Bebedouro,SISTEM S,TÉCNICO,ENSINO PRESENCIAL,Técnico em Logística,2011,60
SP,Bebedouro,SISTEM S,TÉCNICO,ENSINO PRESENCIAL,Técnico em Logística,2013,30
SP,Bebedouro,SISTEM S,TÉCNICO,ENSINO PRESENCIAL,Técnico em Logística,2014,30
SP,Bebedouro,SISTEM S,TÉCNICO,ENSINO PRESENCIAL,Técnico em Recursos Humanos,2011,60
SP,Bebedouro,SISTEM S,TÉCNICO,ENSINO PRESENCIAL,Técnico em Secretariado,2011,60
SP,Bebedouro,SISTEM S,TÉCNICO,ENSINO PRESENCIAL,Técnico em Segurança do Trabalho,2014,30
SP,Bertioga,SISTEM S,FIC,ENSINO A DISTÂNCIA,Camareira em Meios de Hospedagem,2015,20
SP,Birigui,PÚBLICA,FIC,ENSINO PRESENCIAL,Agente de Desenvolvimento Cooperativista,2015,20
SP,Birigui,PÚBLICA,FIC,ENSINO PRESENCIAL,Agricultor Agroflorestal,2015,20
SP,Birigui,PÚBLICA,FIC,ENSINO PRESENCIAL,Assistente Administrativo,2013,30
SP,Birigui,PÚBLICA,FIC,ENSINO PRESENCIAL,Assistente Administrativo,2014,10
SP,Birigui,PÚBLICA,FIC,ENSINO PRESENCIAL,AUXILIAR ADMINISTRATIVO,2011,20
SP,Birigui,PÚBLICA,FIC,ENSINO PRESENCIAL,Auxiliar de Agroecologia,2015,20
SP,Birigui,PÚBLICA,FIC,ENSINO PRESENCIAL,AUXILIAR DE COSTURA,2013,30
SP,Birigui,PÚBLICA,FIC,ENSINO PRESENCIAL,Confeccionador de Calçados,2013,30
SP,Birigui,PÚBLICA,FIC,ENSINO PRESENCIAL,Confeiteiro,2015,20
SP,Birigui,PÚBLICA,FIC,ENSINO PRESENCIAL,Costureiro de Máquina Reta e Overloque,2015,20
SP,Birigui,PÚBLICA,FIC,ENSINO PRESENCIAL,Criador de Peixes em Viveiros Escavados,2015,20
SP,Birigui,PÚBLICA,FIC,ENSINO PRESENCIAL,Cuidador de Idoso,2013,30
SP,Birigui,PÚBLICA,FIC,ENSINO PRESENCIAL,Cuidador de Idoso,2014,54
SP,Birigui,PÚBLICA,FIC,ENSINO PRESENCIAL,Depilador,2015,40
SP,Birigui,PÚBLICA,FIC,ENSINO PRESENCIAL,Desenhista de Calçados,2013,30
SP,Birigui,PÚBLICA,FIC,ENSINO PRESENCIAL,Eletricista de Sistemas de Energias Renováveis,2021,88
SP,Birigui,PÚBLICA,FIC,ENSINO PRESENCIAL,Eletricista Instalador Predial de Baixa Tensão,2011,20
SP,Birigui,PÚBLICA,FIC,ENSINO PRESENCIAL,Eletricista Instalador Predial de Baixa Tensão,2018,40
SP,Birigui,PÚBLICA,FIC,ENSINO PRESENCIAL,Garçom,2014,30
SP,Birigui,PÚBLICA,FIC,ENSINO PRESENCIAL,Instalador e Reparador de Redes de Computadores,2011,20
SP,Birigui,PÚBLICA,FIC,ENSINO PRESENCIAL,Manicure e Pedicure,2013,30
SP,Birigui,PÚBLICA,FIC,ENSINO PRESENCIAL,Manicure e Pedicure,2015,20
SP,Birigui,PÚBLICA,FIC,ENSINO PRESENCIAL,Mecânico de Ar Condicionado Automotivo,2015,40
SP,Birigui,PÚBLICA,FIC,ENSINO PRESENCIAL,Monitor do Uso e Conservação dos Recursos Hídricos,2015,20
SP,Birigui,PÚBLICA,FIC,ENSINO PRESENCIAL,Montador de Equipamentos Eletroeletrônicos,2015,20
SP,Birigui,PÚBLICA,FIC,ENSINO PRESENCIAL,Operador de Caixa,2014,30
SP,Birigui,PÚBLICA,FIC,ENSINO PRESENCIAL,Operador de Computador,2013,30
SP,Birigui,PÚBLICA,FIC,ENSINO PRESENCIAL,Operador de Computador,2015,40
SP,Birigui,PÚBLICA,FIC,ENSINO PRESENCIAL,Operador de Processamento de Frutas e Hortaliças,2015,20
SP,Birigui,PÚBLICA,FIC,ENSINO PRESENCIAL,Operador de Sistemas de Irrigação,2015,20
SP,Birigui,PÚBLICA,FIC,ENSINO PRESENCIAL,Padeiro,2014,300
SP,Birigui,PÚBLICA,FIC,ENSINO PRESENCIAL,Padeiro,2020,80
SP,Birigui,PÚBLICA,FIC,ENSINO PRESENCIAL,Pespontador de Calçados,2013,30
SP,Birigui,PÚBLICA,FIC,ENSINO PRESENCIAL,Preparador de Doces e Conservas,2015,20
SP,Birigui,PÚBLICA,FIC,ENSINO PRESENCIAL,Produtor de Derivados do Leite,2015,20
SP,Birigui,PÚBLICA,FIC,ENSINO PRESENCIAL,Vendedor,2014,24
SP,Birigui,PÚBLICA,FIC,ENSINO PRESENCIAL,Vendedor,2020,20
SP,Birigui,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Administração,2017,25
SP,Birigui,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Automação Industrial,2011,20
SP,Birigui,PÚBLICA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Manutenção e Suporte em Informática,2011,20
SP,Birigui,SISTEM S,FIC,ENSINO PRESENCIAL,Ajustador Mecânico,2014,15
SP,Birigui,SISTEM S,FIC,ENSINO PRESENCIAL,Almoxarife,2011,136
SP,Birigui,SISTEM S,FIC,ENSINO PRESENCIAL,Assistente Administrativo,2011,48
SP,Birigui,SISTEM S,FIC,ENSINO PRESENCIAL,Assistente Administrativo,2014,20
SP,Birigui,SISTEM S,FIC,ENSINO PRESENCIAL,"Assistente de Planejamento, Programação e Controle de Produção",2014,21
SP,Birigui,SISTEM S,FIC,ENSINO PRESENCIAL,Assistente de Recursos Humanos,2011,68
SP,Birigui,SISTEM S,FIC,ENSINO PRESENCIAL,AUXILIAR ADMINISTRATIVO,2011,160
SP,Birigui,SISTEM S,FIC,ENSINO PRESENCIAL,AUXILIAR ADMINISTRATIVO,2012,32
SP,Birigui,SISTEM S,FIC,ENSINO PRESENCIAL,Auxiliar de Costura,2014,31
SP,Birigui,SISTEM S,FIC,ENSINO PRESENCIAL,AUXILIAR DE COSTURA,2011,32
SP,Birigui,SISTEM S,FIC,ENSINO PRESENCIAL,AUXILIAR DE ELETRICISTA,2011,96
SP,Birigui,SISTEM S,FIC,ENSINO PRESENCIAL,AUXILIAR DE ELETRICISTA,2012,16
SP,Birigui,SISTEM S,FIC,ENSINO PRESENCIAL,Caldeireiro,2011,16
SP,Birigui,SISTEM S,FIC,ENSINO PRESENCIAL,Caldeireiro,2014,32
SP,Birigui,SISTEM S,FIC,ENSINO PRESENCIAL,CONFECCIONADOR DE ARTEFATOS DE COURO,2011,64
SP,Birigui,SISTEM S,FIC,ENSINO PRESENCIAL,CONFECCIONADOR DE BOLSAS EM COURO E SINTÉTICO,2011,64
SP,Birigui,SISTEM S,FIC,ENSINO PRESENCIAL,Desenhista de Calçados,2011,16
SP,Birigui,SISTEM S,FIC,ENSINO PRESENCIAL,Desenhista de Moda,2011,96
SP,Birigui,SISTEM S,FIC,ENSINO PRESENCIAL,Desenhista Mecânico,2014,16
SP,Birigui,SISTEM S,FIC,ENSINO PRESENCIAL,Eletricista de Automóveis,2011,48
SP,Birigui,SISTEM S,FIC,ENSINO PRESENCIAL,Eletricista de Automóveis,2012,50
SP,Birigui,SISTEM S,FIC,ENSINO PRESENCIAL,Eletricista de Automóveis,2013,16
SP,Birigui,SISTEM S,FIC,ENSINO PRESENCIAL,Eletricista de Automóveis,2014,110
SP,Birigui,SISTEM S,FIC,ENSINO PRESENCIAL,Eletricista de Automóveis,2015,20
SP,Birigui,SISTEM S,FIC,ENSINO PRESENCIAL,Eletricista de Veículos de Transporte de Cargas e de Passageiros,2014,16
SP,Birigui,SISTEM S,FIC,ENSINO PRESENCIAL,Eletricista Industrial,2011,48
SP,Birigui,SISTEM S,FIC,ENSINO PRESENCIAL,Eletricista Industrial,2013,16
SP,Birigui,SISTEM S,FIC,ENSINO PRESENCIAL,Eletricista Industrial,2014,46
SP,Birigui,SISTEM S,FIC,ENSINO PRESENCIAL,Eletricista Instalador Predial de Baixa Tensão,2011,19
SP,Birigui,SISTEM S,FIC,ENSINO PRESENCIAL,Eletricista Instalador Predial de Baixa Tensão,2012,16
SP,Birigui,SISTEM S,FIC,ENSINO PRESENCIAL,Eletricista Instalador Predial de Baixa Tensão,2013,16
SP,Birigui,SISTEM S,FIC,ENSINO PRESENCIAL,Encanador Industrial,2014,16
SP,Birigui,SISTEM S,FIC,ENSINO PRESENCIAL,Inspetor de Qualidade,2014,14
SP,Birigui,SISTEM S,FIC,ENSINO PRESENCIAL,Mecânico de Bombas Centrífugas,2014,16
SP,Franco da Rocha,PÚBLICA,FIC,ENSINO PRESENCIAL,Assistente Administrativo,2018,20
SP,Franco da Rocha,PÚBLICA,FIC,ENSINO PRESENCIAL,Assistente Administrativo,2020,40
SP,Franco da Rocha,PÚBLICA,FIC,ENSINO PRESENCIAL,Assistente de Logística,2020,15
SP,Franco da Rocha,PÚBLICA,FIC,ENSINO PRESENCIAL,Assistente de Recursos Humanos,2013,30
SP,Franco da Rocha,PÚBLICA,FIC,ENSINO PRESENCIAL,Assistente Financeiro,2013,60
SP,Franco da Rocha,PÚBLICA,FIC,ENSINO PRESENCIAL,Auxiliar de Cozinha,2018,10
SP,Franco da Rocha,PÚBLICA,FIC,ENSINO PRESENCIAL,Controlador e Programador de Produção,2014,30
SP,Franco da Rocha,PÚBLICA,FIC,ENSINO PRESENCIAL,Eletricista Instalador Predial de Baixa Tensão,2018,20
SP,Franco da Rocha,PÚBLICA,FIC,ENSINO PRESENCIAL,Horticultor Orgânico,2018,20
SP,Franco da Rocha,PÚBLICA,FIC,ENSINO PRESENCIAL,Jardineiro,2020,15
SP,Franco da Rocha,PÚBLICA,FIC,ENSINO PRESENCIAL,Operador de Caixa,2013,30
SP,Franco da Rocha,PÚBLICA,FIC,ENSINO PRESENCIAL,Operador de Computador,2013,60
SP,Franco da Rocha,PÚBLICA,FIC,ENSINO PRESENCIAL,Operador de Computador,2014,28
SP,Franco da Rocha,PÚBLICA,FIC,ENSINO PRESENCIAL,Padeiro,2018,40
SP,Franco da Rocha,PÚBLICA,FIC,ENSINO PRESENCIAL,Pedreiro de Alvenaria,2018,40
SP,Garça,PRIVADA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Treinamento e Instrução de Cães-Guias,2015,50
SP,Garça,PRIVADA,TÉCNICO,ENSINO PRESENCIAL,Técnico em Zootecnia,2015,50
SP,Garça,PÚBLICA,FIC,ENSINO PRESENCIAL,Assistente Administrativo,2014,30
SP,Garça,PÚBLICA,FIC,ENSINO PRESENCIAL,Confeiteiro,2018,20
SP,Garça,PÚBLICA,FIC,ENSINO PRESENCIAL,Horticultor Orgânico,2018,40
SP,Garça,PÚBLICA,FIC,ENSINO PRESENCIAL,Jardineiro,2018,20
